,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
8,"(2, 'donovan', 18)",5.750657211389692,7.402800700873478,0.5456780321016919,0.17467268453381202,Split-NN,-0.030898064879428033,-0.3256209140993178,-0.02873348844624357,-1.2177535885252722,2.0,,
19,"(2, 'donovan', 18)",6.07627812548901,8.62055428939875,0.5765760969811199,0.2034061729800556,NN[4],,,,,2.0,,
21,"(3, 'elcajon', 20)",3.5383784164628342,6.517290927205527,0.2219973777056609,0.28854095524361345,Split-NN,-0.448428661733724,-7.147428111090978,-0.4961152040783344,-11.205782262897714,1.0,,
18,"(3, 'elcajon', 20)",10.685806527553812,17.72307319010324,0.6704260394393848,0.7846561593219479,NN[4],,,,,1.0,20.0,"(3, 'elcajon')"
18,"(3, 'donovan', 13)",5.666442087962994,9.716953849149863,0.4757269598791097,0.3265912703613125,Split-NN,-0.1665833543229545,-1.9841947371019533,-0.08601163302079756,-2.559073509921072,2.0,,
6,"(3, 'donovan', 13)",7.6506368250649475,12.276027359070936,0.6423103142020642,0.4126029033821101,NN[4],,,,,2.0,,
17,"(3, 'donovan', 12)",5.839301097986053,9.481704662453133,0.4858757076028045,0.31790428680100064,Split-NN,0.029124371619729805,0.3500195060508524,0.018717337669262146,0.558256919506233,2.0,,
14,"(3, 'donovan', 12)",5.4892815919352005,8.9234477429469,0.4567513359830747,0.2991869491317385,NN[4],,,,,2.0,,
12,"(2, 'elcajon', 21)",3.7165834427995663,7.619444679342425,0.3268277231700086,0.197387501126355,Split-NN,-0.005155218475089318,-0.05862354466963238,0.01374941216583353,0.5307473106110372,2.0,,
18,"(2, 'elcajon', 21)",3.7752069874691987,7.0886973687313874,0.3319829416450979,0.18363808896052147,NN[4],,,,,2.0,,
1,"(1, 'donovan', 21)",3.0505905760552037,4.338699069459357,0.7204866730811352,0.11375511595939125,Split-NN,0.09369993809737731,0.3967320407391153,-0.0107535459901682,-0.4101477070937758,2.0,,
16,"(1, 'donovan', 21)",2.6538585353160884,4.748846776553132,0.6267867349837579,0.12450866194955945,NN[4],,,,,2.0,,
9,"(2, 'donovan', 20)",5.638952962461845,8.01637205721318,0.5350784514813031,0.18915019923338536,Split-NN,0.0031282186789889366,0.03296690034569405,-0.04191399497450435,-1.7763564589494028,1.0,,
40,"(2, 'donovan', 20)",5.605986062116151,9.792728516162583,0.5319502328023141,0.2310641942078897,NN[4],,,,,1.0,20.0,"(2, 'donovan')"
2,"(1, 'elcajon', 11)",2.6908579831661594,6.320477821944437,0.4956511864271742,0.16716341148583636,Split-NN,-0.1701598729568663,-0.9237868587807743,0.001903539112413699,0.07197314673273514,2.0,,
8,"(1, 'elcajon', 11)",3.6146448419469337,6.248504675211702,0.6658110593840405,0.16525987237342266,NN[4],,,,,2.0,,
19,"(3, 'elcajon', 15)",3.7061499740272126,8.514354264851281,0.23219089760636624,0.3788989465302093,Split-NN,-0.3675921548759179,-5.86737752982715,-0.1240501349364298,-2.787568572369084,2.0,,
11,"(3, 'elcajon', 15)",9.573527503854363,11.301922837220365,0.5997830524822841,0.5029490814666391,NN[4],,,,,2.0,,
3,"(1, 'elcajon', 12)",2.7931612998792024,8.498005507102263,0.514495272819497,0.22475446183206726,Split-NN,-0.06948297101333589,-0.3772185205347207,-0.14597835441163926,-5.519467109110092,2.0,,
9,"(1, 'elcajon', 12)",3.170379820413923,14.017472616212356,0.5839782438328329,0.3707328162437065,NN[4],,,,,2.0,,
4,"(1, 'elcajon', 13)",3.1280510866620683,6.095642286908644,0.576181367433068,0.16121698209891006,Split-NN,0.06188823564493651,0.3359871972660242,-0.0034186936226396902,-0.12926140373575823,2.0,,
0,"(1, 'elcajon', 13)",2.792063889396044,6.224903690644402,0.5142931317881315,0.16463567572154975,NN[4],,,,,2.0,,
24,"(3, 'shafter', 21)",4.0218734205342574,6.01895110552316,0.2938213456428666,0.2664249508863936,Split-NN,-0.1218459634315478,-1.6678469722903495,-0.056176844809961435,-1.2691216834188337,2.0,,
10,"(3, 'shafter', 21)",5.689720392824607,7.288072788941994,0.4156673090744144,0.32260179569635505,NN[4],,,,,2.0,,
