,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
14,"(17, {(3, 'shafter'), (4, 'donovan')})",-6.606647477142236,-7.38888218170487,-0.6047356008578164,-0.16536712226120465,4.626168364498732,-164.5827607515684,2.470384162571954,-9.913610096038369,-10.79271644878082,-1.46733383128314,-118.9865268015215,0.2791822742658375,-8.663254744538897,-8.766031474984091
15,"(18, {(2, 'donovan'), (3, 'elcajon')})",-4.070552359546236,-6.57978803923101,-0.34274777835542536,-0.3484055433980434,2.385195060956549,-37.730971199131524,0.5575401935641189,-3.8575910155581266,-4.317935174682754,-5.4450698154654305,-116.33859228311555,0.4166510448252382,-7.282948444539677,-8.718898251516912
16,"(18, {(2, 'donovan'), (4, 'shafter')})",-3.4726199776263442,-5.727726320364352,-0.19061351028706325,-0.2586907508065808,-2.2194065436457,-35.56864362733143,0.3284009774022286,-3.4364586118468976,-3.8557303426589096,5.089544866463642,-82.42701553060527,0.2700735625385964,-5.462653575836187,-6.788706899033289
17,"(18, {(4, 'shafter'), (3, 'elcajon')})",-4.971449645033754,-7.27337425832762,-0.49944616805074227,-0.1370951018872863,-0.7309492036739063,-96.53809778135576,0.6929023781628272,-7.959550593644543,-7.983226318875994,-0.2672784122926729,-134.85548974247743,0.4786646136291275,-9.557081136964799,-9.560220153967947
18,"(19, {(2, 'elcajon'), (4, 'donovan')})",-3.634973754376515,-7.76061351621715,-0.24156316350963744,-0.3710895243926991,-0.015986778115501525,-36.347585139744524,0.44016938197714484,-4.608786202507492,-4.60807788259772,6.282546258320189,-119.17998368903082,0.293092825047237,-6.672627453929826,-8.583863200838833
19,"(19, {(3, 'shafter'), (2, 'elcajon')})",-4.336045709527342,-8.043707880858255,-0.5736571173718066,-0.2142601370286327,2.942525904831737,-38.329842220698175,0.614793360081453,-3.758876644950767,-4.482554013560166,-7.997120390911943,-120.51159529966043,0.7048206341394259,-5.513170929496036,-8.882239797887685
20,"(19, {(3, 'shafter'), (4, 'donovan')})",-3.8391308921093286,-7.500539036754459,-0.3603223556831726,-0.17214579391834284,1.9917027583848443,-37.357613803804114,0.565961935583386,-4.051614041388101,-4.381785585008313,-2.46900542721586,-113.38203540213331,0.26606984543916923,-8.308194940568221,-8.607513147958343
21,"(20, {(2, 'donovan'), (3, 'elcajon')})",-3.2760018778851956,-5.126900524297564,-0.2777776086000785,-0.277174940694614,0.5595443820082904,-28.38705347967591,0.42604458925206,-3.510252734689628,-3.540684269062409,-1.1557276373890255,-65.1454911239758,0.23819578674094588,-6.0251644229907075,-6.107467264661197
22,"(20, {(2, 'donovan'), (4, 'shafter')})",-3.477152559583209,-4.175921893818545,-0.19192042419207217,-0.18868784283392262,-2.119500576778331,-32.937460266015385,0.3036718732975249,-3.288288218463467,-3.6740902523033534,0.8141482404136344,-51.234371563512916,0.1685847475826745,-5.03641766712853,-5.060731458471024
23,"(20, {(4, 'shafter'), (3, 'elcajon')})",-4.921889109064637,-6.811659917778925,-0.4907708412548736,-0.13079072818226445,-0.3975283609021382,-89.24875703628835,0.6461935787504467,-7.641135895184625,-7.647450135309431,-1.2323031617745441,-118.05620227484361,0.42081243711837035,-8.923602649763339,-8.993237317848013
24,"(21, {(2, 'elcajon'), (4, 'donovan')})",-3.7670380675563937,-9.894902738720514,-0.25985092244341335,-0.46760762123689814,0.6694008379816089,-37.890733817169625,0.4699341810769455,-4.622358461740358,-4.662157222020893,1.3585527785249942,-194.34474599713153,0.5123394387361376,-11.421748189744497,-11.47181333579957
25,"(21, {(3, 'shafter'), (2, 'elcajon')})",-5.2427799386717275,-9.613331567640062,-0.7053276248699115,-0.2516031292844723,4.016811755627724,-68.43534601511497,1.0168981752531805,-5.6062253213551525,-6.649105925147907,-9.381155954087067,-165.10425949927534,0.982207102832507,-6.749994366707461,-10.752038817128003
26,"(21, {(3, 'shafter'), (4, 'donovan')})",-3.5501980682001397,-6.415412148002183,-0.328148373722259,-0.14210880185473646,0.601634883999112,-36.91084041790701,0.5538641858482601,-4.425925173780441,-4.460757206122069,-1.2475916531163243,-88.53089844777091,0.20680936614847878,-7.311071418766895,-7.397445974185839
