,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",-0.5253784255796607,-0.6342891988499977,-0.03838149658759934,-0.02833476985067128,0.056854419159305725,-1.1096016946676928,0.01598494109628068,-0.3172072027896007,-0.3184400114955934,-0.00952522961075766,-3.4050539611111663,0.009002059324428768,-1.0622481486274384,-1.062287344025281
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",-1.7959081305414073,-2.955227658589288,-0.21240268984811028,-0.08332482671079237,-0.46653535353535364,-18.997403639965015,0.2790312889721829,-2.465312556815071,-2.479462484557372,0.427105486100392,-42.60912376958034,0.23776465481119569,-3.746112087543937,-3.7550736491610373
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",-1.5979732591390368,-2.233617023469099,-0.1765049047430033,-0.06533884155602829,0.2065792822732307,-14.520422605147228,0.23347460739947867,-2.105825617955358,-2.111565406931812,0.07871777829301588,-23.71929603379963,0.12748298862902963,-2.827647223606805,-2.8272638475700513
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",-1.3420600572790722,-2.311117833684897,-0.1564813217463528,-0.06534536533731472,-0.18761887122498344,-13.619580139733493,0.19969314847173347,-1.9496433877932788,-1.9508739443527094,0.5542492840115929,-30.873490164462964,0.17126556137710236,-3.0745547685383183,-3.0981764510851177
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",-0.5252093866466719,-0.48372956870549444,-0.027194517383112096,-0.026872059290014332,0.016822346530432356,-3.1307974295709204,0.030736066531166117,-1.0470973400267387,-1.0472312153691026,-0.027659422759390623,-2.1395991831938193,0.007195468224292956,-0.858713250520918,-0.8589832555161707
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",-0.5812571537598129,-0.5695869976843155,-0.030096496376061634,-0.03164983568825651,0.0092831764826349,-3.2444267179622903,0.03184785811423352,-1.048950725400303,-1.0489879833885687,-0.02850444564142298,-2.8595572005915946,0.00961690351934108,-0.9892532421383708,-0.9894753807815811
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",-0.5357143498563216,-0.5353807471264369,-0.02759628361667317,-0.030305269764513285,0.002909482758620626,-3.8858810299928166,0.037202923418739986,-1.2173372738455246,-1.2172741071454851,-0.021822377873563215,-2.7328601646910924,0.009305542806778089,-0.982361884678148,-0.9825680353237459
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",-0.6233106659068367,-0.6659876409956111,-0.04965918757453608,-0.034014257643407375,-0.0011921646849209523,-4.070293725123295,0.05798595785143967,-1.1997911936293058,-1.1996396448049753,0.002705525212535952,-3.8960790157235072,0.013778665457537254,-1.146663469305909,-1.1466278743635356
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",-0.5545376479688807,-0.6318142204915377,-0.04458343734615926,-0.031476437325614795,0.01692650835590798,-3.554331904067122,0.04968613071339134,-1.1094009188244838,-1.109520713893912,-0.003296193627126954,-3.241244546477068,0.011424786041556612,-1.0368196827637897,-1.0368198225231582
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",-0.5464167652047438,-0.6023348959732299,-0.04376065342635654,-0.030364848138193432,0.025198681207400576,-3.4456591082983614,0.048071408600952714,-1.0900878292980896,-1.0903778328411953,-0.0009568806092913155,-3.1861193460434145,0.011419431285529136,-1.0502389932020577,-1.050194311780135
