,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
6,"(1, 'shafter', 18)",2.8195690900224077,7.991200829449397,0.510988311771174,0.2442822485169831,Split-NN,-0.23364590526062268,-1.289228652216539,-0.10753126679191272,-3.517668408556249,2.0,,
4,"(1, 'shafter', 18)",4.108797742238947,11.508869238005646,0.7446342170317967,0.3518135153088958,Random Forest,,,,,2.0,,
3,"(1, 'elcajon', 12)",3.1027510511761434,10.11215453216116,0.5715211465356081,0.2674453256048275,Split-NN,-0.3020788886055421,-1.63996659588268,0.09055125010425144,3.4237586021134643,2.0,,
8,"(1, 'elcajon', 12)",4.742717647058823,6.688395930047696,0.8736000351411503,0.17689407550057604,Random Forest,,,,,2.0,,
9,"(2, 'donovan', 20)",5.744374458931415,8.402593248249014,0.5450818637210023,0.19826327616035366,Split-NN,-0.04873558271040934,-0.5136025525628378,-0.0024872592017997908,-0.10541249887742232,1.0,,
40,"(2, 'donovan', 20)",6.257977011494253,8.508005747126436,0.5938174464314117,0.20075053536215345,Random Forest,,,,,1.0,20.0,"(2, 'donovan')"
11,"(2, 'elcajon', 19)",3.5466807494853603,8.182001749856044,0.31188687460009024,0.21196096928089095,Split-NN,-0.07789476705632625,-0.8857951177283665,-0.010571073756875854,-0.40805882455648756,2.0,,
3,"(2, 'elcajon', 19)",4.432475867213727,8.590060574412531,0.3897816416564165,0.2225320430377668,Random Forest,,,,,2.0,,
22,"(3, 'shafter', 17)",4.539401048650668,6.4335780630809465,0.3316297618212965,0.28477814313979816,Split-NN,-0.033748111327877084,-0.461949528023049,-0.20374714686826717,-4.602962713551828,1.0,,
19,"(3, 'shafter', 17)",5.001350576673717,11.036540776632775,0.3653778731491736,0.4885252900080653,Random Forest,,,,,1.0,17.0,"(3, 'shafter')"
8,"(2, 'donovan', 18)",5.717652994254426,8.253025304311992,0.5425462724444201,0.19473414774756267,Split-NN,-0.04469625522037568,-0.471033883140211,-0.027573332631908865,-1.1685850405155964,2.0,,
19,"(2, 'donovan', 18)",6.188686877394637,9.421610344827588,0.5872425276647958,0.22230748037947154,Random Forest,,,,,2.0,,
10,"(2, 'elcajon', 17)",5.4985969022814185,10.599397163897212,0.4888634636251129,0.2738765950879272,Split-NN,-0.611224859564326,-6.874883008183048,0.03675047280026297,1.4222933399837636,1.0,,
41,"(2, 'elcajon', 17)",12.373479910464466,9.177103823913448,1.100088323189439,0.23712612228766425,Random Forest,,,,,1.0,17.0,"(2, 'elcajon')"
23,"(3, 'shafter', 19)",5.01348089740634,8.280472883482608,0.36626406393343375,0.3665297395876112,Split-NN,-0.030670771632341054,-0.419826411677124,-0.02996098235959932,-0.6768648630539378,2.0,,
12,"(3, 'shafter', 19)",5.433307309083464,8.957337746536545,0.3969348355657748,0.3964907219472105,Random Forest,,,,,2.0,,
19,"(3, 'elcajon', 15)",4.253158947567261,8.947054601406265,0.26646109861147765,0.3981546289441728,Split-NN,-0.14502418390776883,-2.3148253482971954,0.008857628525293482,0.1990424832305191,2.0,,
11,"(3, 'elcajon', 15)",6.5679842958644565,8.748012118175746,0.4114852825192465,0.3892970004188793,Random Forest,,,,,2.0,,
13,"(2, 'shafter', 11)",4.383099868171596,8.380669407669378,0.3233392676383941,0.26605090904399803,Split-NN,-0.058140812761677985,-0.7881411701473171,-0.06772415950121796,-2.1333277669730375,2.0,,
14,"(2, 'shafter', 11)",5.171241038318913,10.513997174642416,0.3814800804000721,0.333775068545216,Random Forest,,,,,2.0,,
0,"(1, 'donovan', 19)",2.24176080501183,4.981540334953307,0.5294577374376025,0.1306095881246752,Split-NN,-0.21159617405099818,-0.8959128858399046,-0.03591614260829093,-1.3698666051097863,2.0,,
0,"(1, 'donovan', 19)",3.1376736908517344,6.351406940063093,0.7410539114886007,0.16652573073296614,Random Forest,,,,,2.0,,
14,"(2, 'shafter', 12)",5.4566245002534055,9.521889679015473,0.4065136620897122,0.3022481405475619,Split-NN,-0.016795312697240328,-0.22544313586428189,-0.06812506139326763,-2.1461813389080984,2.0,,
2,"(2, 'shafter', 12)",5.682067636117687,11.668071017923571,0.4233089747869525,0.3703732019408295,Random Forest,,,,,2.0,,
15,"(2, 'shafter', 13)",5.512789767635748,8.449432729488318,0.4084292755850281,0.26663295147585586,Split-NN,0.00015447278931862707,0.002085002381660317,-0.07518807034499941,-2.382663278951986,2.0,,
16,"(2, 'shafter', 13)",5.510704765254087,10.832096008440304,0.4082748027957095,0.3418210218208553,Random Forest,,,,,2.0,,
1,"(1, 'donovan', 21)",2.4712943008269423,4.735241124908255,0.5836688223529584,0.12415193924171808,Split-NN,-0.004930805124317761,-0.020877371097347996,-0.026829656378019567,-1.0233017142084657,2.0,,
5,"(1, 'donovan', 21)",2.4921716719242903,5.75854283911672,0.5885996274772761,0.15098159561973765,Random Forest,,,,,2.0,,
7,"(2, 'donovan', 15)",5.614835420929132,9.699231176112939,0.5272510776696454,0.2256093902052372,Split-NN,-0.0002981462546002289,-0.003175037893417887,0.01117597687686242,0.4804692891947937,2.0,,
13,"(2, 'donovan', 15)",5.61801045882255,9.218761886918145,0.5275492239242456,0.2144334133283748,Random Forest,,,,,2.0,,
