,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
11,"(2, 'elcajon', 19)",3.5466807494853603,8.182001749856044,0.31188687460009024,0.21196096928089095,Split-NN,-0.27375246130198627,-3.113028035786761,-0.08694178904668518,-3.3560795297784267,2.0,,
3,"(2, 'elcajon', 19)",6.659708785272121,11.53808127963447,0.5856393359020765,0.2989027583275761,Linear,,,,,2.0,,
3,"(1, 'elcajon', 12)",3.1027510511761434,10.11215453216116,0.5715211465356081,0.2674453256048275,Split-NN,-0.4937961302481867,-2.6807870040882498,0.038974415808875035,1.473629477609144,2.0,,
10,"(1, 'elcajon', 12)",5.783538055264393,8.638525054552016,1.0653172767837948,0.22847090979595244,Linear,,,,,2.0,,
13,"(2, 'shafter', 11)",4.383099868171596,8.380669407669378,0.3233392676383941,0.26605090904399803,Split-NN,-0.43295495873903383,-5.869020600045309,0.002812409975839536,0.08859160951953093,2.0,,
14,"(2, 'shafter', 11)",10.252120468216905,8.292077798149847,0.7562942263774279,0.2632384990681585,Linear,,,,,2.0,,
24,"(3, 'shafter', 21)",4.435111378770813,6.514425132469195,0.32401079226738183,0.28835678601518344,Split-NN,-0.5111434260178127,-6.996612702470511,-0.09151636050286666,-2.067495921044819,2.0,,
11,"(3, 'shafter', 21)",11.431724081241324,8.581921053514014,0.8351542182851945,0.3798731465180501,Linear,,,,,2.0,,
2,"(1, 'elcajon', 11)",2.5342798083884395,6.362458135062068,0.4668097690864263,0.16827370291532634,Split-NN,-0.7025037696955425,-3.813847174493385,-0.02035124901799712,-0.7694842844124272,2.0,,
9,"(1, 'elcajon', 11)",6.3481269828818245,7.131942419474496,1.1693135387819689,0.18862495193332346,Linear,,,,,2.0,,
16,"(3, 'donovan', 11)",4.921720054850899,7.233713129131117,0.4090932499890788,0.242878747288138,Split-NN,-0.1828759513091749,-2.2001444343858783,-0.04632549031748481,-1.3797226445897115,2.0,,
8,"(3, 'donovan', 11)",7.121864489236777,8.613435773720829,0.5919692012982537,0.2892042376056228,Linear,,,,,2.0,,
8,"(2, 'donovan', 18)",5.717652994254426,8.253025304311992,0.5425462724444201,0.19473414774756267,Split-NN,-0.10968877268204025,-1.1559610145986383,0.007389861992642993,0.3131896420124347,2.0,,
19,"(2, 'donovan', 18)",6.873614008853064,7.939835662299557,0.6522350451264604,0.18734428575491968,Linear,,,,,2.0,,
6,"(1, 'shafter', 18)",2.8195690900224077,7.991200829449397,0.510988311771174,0.2442822485169831,Split-NN,-0.3587465972449855,-1.9795185006025031,0.03216063580523265,1.052070304259245,2.0,,
20,"(1, 'shafter', 18)",4.799087590624911,6.939130525190152,0.8697349090161595,0.21212161271175045,Linear,,,,,2.0,,
9,"(2, 'donovan', 20)",5.744374458931415,8.402593248249014,0.5450818637210023,0.19826327616035366,Split-NN,-0.3059863360384898,-3.2246534154017956,-0.004062059971932874,-0.17215410919841645,1.0,,
40,"(2, 'donovan', 20)",8.96902787433321,8.57474735744743,0.8510681997594921,0.20232533613228654,Linear,,,,,1.0,20.0,"(2, 'donovan')"
0,"(1, 'donovan', 19)",2.24176080501183,4.981540334953307,0.5294577374376025,0.1306095881246752,Split-NN,-1.3044318631487983,-5.5230550369663,-0.3967010037673984,-15.130451596688035,2.0,,
6,"(1, 'donovan', 19)",7.7648158419781295,20.11199193164134,1.8338896005864007,0.5273105918920736,Linear,,,,,2.0,,
14,"(2, 'shafter', 12)",5.4566245002534055,9.521889679015473,0.4065136620897122,0.3022481405475619,Split-NN,-0.14593065541240058,-1.958824177194841,-0.022852897377971804,-0.7199474156720846,2.0,,
2,"(2, 'shafter', 12)",7.415448677448246,10.241837094687558,0.5524443175021128,0.3251010379255337,Linear,,,,,2.0,,
5,"(1, 'shafter', 15)",4.5950322727656845,9.147087397829372,0.6793941125271041,0.2810136653405789,Split-NN,-0.16252611154437224,-1.099233440418888,0.0033392588158078773,0.10869397470456832,2.0,,
4,"(1, 'shafter', 15)",5.694265713184572,9.038393423124804,0.8419202240714764,0.27767440652477104,Linear,,,,,2.0,,
15,"(2, 'shafter', 13)",5.512789767635748,8.449432729488318,0.4084292755850281,0.26663295147585586,Split-NN,-0.11137142745678158,-1.5032401015115617,-0.04843762770076937,-1.5349583559281488,2.0,,
16,"(2, 'shafter', 13)",7.016029869147309,9.984391085416467,0.5198007030418097,0.31507057917662523,Linear,,,,,2.0,,
1,"(1, 'donovan', 21)",2.4712943008269423,4.735241124908255,0.5836688223529584,0.12415193924171808,Split-NN,-0.5849854021135356,-2.4768687909046943,-0.049563535637006245,-1.8903876466018525,2.0,,
17,"(1, 'donovan', 21)",4.948163091731637,6.625628771510107,1.168654224466494,0.17371547487872432,Linear,,,,,2.0,,
12,"(2, 'elcajon', 21)",3.245558046774382,7.386587872739961,0.28540684291601864,0.19135516870452685,Split-NN,-0.3745622387994704,-4.2594055409917395,-0.03634288950436507,-1.4028884021825778,2.0,,
18,"(2, 'elcajon', 21)",7.504963587766122,8.789476274922539,0.6599690817154891,0.2276980582088919,Linear,,,,,2.0,,
19,"(3, 'elcajon', 15)",4.253158947567261,8.947054601406265,0.26646109861147765,0.3981546289441728,Split-NN,-0.0990633863423861,-1.5812151574619513,0.0859381310443772,1.9311420611529773,2.0,,
5,"(3, 'elcajon', 15)",5.834374105029212,7.015912540253288,0.36552448495386375,0.3122164978997956,Linear,,,,,2.0,,
23,"(3, 'shafter', 19)",5.01348089740634,8.280472883482608,0.36626406393343375,0.3665297395876112,Split-NN,-0.5497544965352195,-7.525127191139021,-0.6136592551844613,-13.863510306067445,2.0,,
12,"(3, 'shafter', 19)",12.538608088545361,22.143983189550053,0.9160185604686532,0.9801889947720724,Linear,,,,,2.0,,
18,"(3, 'donovan', 13)",5.2817050862316375,8.331434349145287,0.44342630960414,0.28002332523759915,Split-NN,-0.25034014704761454,-2.9818321540951196,-0.13598788052870253,-4.045999017913854,2.0,,
7,"(3, 'donovan', 13)",8.263537240326757,12.37743336705914,0.6937664566517545,0.4160112057663017,Linear,,,,,2.0,,
20,"(3, 'elcajon', 18)",3.941489339331232,9.080589282660618,0.2469396355760608,0.40280248655442696,Split-NN,-0.05392033499392751,-0.8606412051105212,0.11710370141808979,2.6399306150095256,2.0,,
1,"(3, 'elcajon', 18)",4.802130544441753,6.440658667651093,0.3008599705699883,0.2856987851363372,Linear,,,,,2.0,,
